I,K, step, gamma, instance, so_assignment, so_misplace, so_obj, best_assign, worst_assign, best_misplace, worst_misplace, best, worst, time_best, time_worst, worst_lb, worst_ub, gap, time_bound, ue_assign, ue_misplace,POA_assign,POA_misplace
20,4,20,35,2,191696,578,211926,191696,202370,578,1443,211926,252321,6083,28334,252321,252875,0.00219562,750,201816,1443,1.052791921,2.496539792
20,4,20,35,3,184842,578,205072,184842,194941,578,1443,205072,244965,6625,28208,244965,245446,0.00196355,667,194460,1443,1.052033629,2.496539792
20,4,20,35,4,167833,578,188063,167833,177907,578,1443,188063,227906,6250,31792,227906,228412,0.00222021,708,177401,1443,1.057009051,2.496539792
20,4,20,35,5,184017,578,204247,184017,194167,578,1443,204247,243907,6250,31375,243907,244672,0.00313644,875,193402,1443,1.051000723,2.496539792
20,4,20,35,6,187375,578,207605,187375,197793,578,1443,207605,247973,5708,24541,247973,248298,0.00131063,750,197468,1443,1.053865243,2.496539792
20,4,20,35,7,181099,578,201329,181099,189972,578,1443,201329,240119,6417,32500,240119,240477,0.00149093,667,189614,1443,1.047018482,2.496539792
20,4,20,35,8,201667,578,221897,201667,209951,578,1443,221897,260235,6208,33708,260235,260456,0.000849232,667,209730,1443,1.039981752,2.496539792
20,4,20,35,9,189673,578,209903,189673,199963,578,1443,209903,249842,5208,26166,249842,250468,0.00250558,583,199337,1443,1.050950847,2.496539792
20,4,20,35,10,203289,578,223519,203289,213439,578,1443,223519,262343,6375,31584,262343,263944,0.0061027,792,211838,1443,1.042053431,2.496539792
20,4,20,40,1,199220,578,222340,199220,209503,578,1443,222340,266422,5541,26291,266422,267223,0.00300651,666,208702,1443,1.047595623,2.496539792
20,4,20,40,2,197371,578,220491,197371,207700,578,1443,220491,265111,6458,32500,265111,265420,0.00116555,584,207391,1443,1.050767337,2.496539792
20,4,20,40,3,179870,578,202990,179870,191186,578,1443,202990,248630,5500,25792,248630,248906,0.00111008,625,190910,1443,1.061377662,2.496539792
20,4,20,40,4,202069,578,225189,202069,212113,578,1443,225189,269068,6541,27250,269068,269833,0.00284315,750,211348,1443,1.045919958,2.496539792
20,4,20,40,5,183865,578,206985,183865,191619,578,1443,206985,248650,6458,29292,248650,249339,0.00277096,917,190930,1443,1.038424931,2.496539792
20,4,20,40,6,198006,578,221126,198006,208137,578,1443,221126,265501,6208,31166,265501,265857,0.00134086,750,207781,1443,1.049367191,2.496539792
20,4,20,40,7,185783,578,208903,185783,196653,578,1443,208903,253692,6750,27708,253692,254373,0.00268436,625,195972,1443,1.054843554,2.496539792
20,4,20,40,8,175557,578,198677,175557,185102,578,1443,198677,242130,10916,27958,242130,242822,0.00285797,750,184410,1443,1.050428066,2.496539792
20,4,20,40,9,179260,578,202380,179260,186446,578,1443,202380,243834,4958,26708,243834,244166,0.00136158,833,186114,1443,1.038234966,2.496539792
20,4,20,40,10,179761,578,202881,179761,188742,578,1443,202881,245669,6250,32916,245669,246462,0.00322792,791,187949,1443,1.045549368,2.496539792
20,4,20,45,1,189425,578,215435,189425,198127,578,1443,215435,262984,5334,26333,262984,263062,0.000296596,625,198049,1443,1.045527254,2.496539792
20,4,20,45,2,190722,578,216732,190722,201393,578,1443,216732,265960,6209,28792,265960,266328,0.00138367,1000,201025,1443,1.054021036,2.496539792
20,4,20,45,3,194438,578,220448,194438,204574,578,1443,220448,269353,6833,32500,269353,269509,0.000579166,791,204418,1443,1.051327415,2.496539792
20,4,20,45,4,179127,578,205137,179127,189136,578,1443,205137,253785,6500,34000,253785,254071,0.00112694,958,188850,1443,1.054279924,2.496539792
20,4,20,45,5,193883,578,219893,193883,204773,578,1443,219893,269219,7042,27042,269219,269708,0.00181637,1166,204284,1443,1.053645755,2.496539792
20,4,20,45,6,203070,578,229080,203070,213494,578,1443,229080,277698,6250,32792,277698,278429,0.00263236,1042,212763,1443,1.047732309,2.496539792
20,4,20,45,7,176928,578,202938,176928,185727,578,1443,202938,250161,6542,29208,250161,250662,0.00200271,958,185226,1443,1.046900434,2.496539792
20,4,20,45,8,201262,578,227272,201262,210309,578,1443,227272,274436,6583,33375,274436,275244,0.00294422,1041,209501,1443,1.040936689,2.496539792
20,4,20,45,9,205584,578,231594,205584,216592,578,1443,231594,281413,6334,32291,281413,281527,0.000405099,625,216478,1443,1.052990505,2.496539792
20,4,20,45,10,209693,578,235703,209693,219885,578,1443,235703,284394,6500,32625,284394,284820,0.00149792,750,219459,1443,1.046572847,2.496539792
20,4,20,50,1,193942,578,222842,193942,204341,578,1443,222842,275888,6584,32834,275888,276491,0.00218567,833,203738,1443,1.050509946,2.496539792
20,4,20,50,2,197997,578,226897,197997,206203,578,1443,226897,277514,6709,32125,277514,278353,0.00302327,667,205364,1443,1.037207634,2.496539792
20,4,20,50,3,192776,578,221676,192776,203503,578,1443,221676,274756,6625,32667,274756,275653,0.00326471,833,202606,1443,1.050991825,2.496539792
20,4,20,50,4,193853,578,222753,193853,203663,578,1443,222753,275423,6625,38000,275423,275813,0.001416,833,203273,1443,1.048593522,2.496539792
20,4,20,50,5,175882,578,204782,175882,185567,578,1443,204782,257341,6542,29791,257341,257717,0.0014611,833,185191,1443,1.052927531,2.496539792
20,4,20,50,6,193194,578,222094,193194,201083,578,1443,222094,272882,6291,29750,272882,273233,0.00128627,709,200732,1443,1.039017775,2.496539792
20,4,20,50,7,191837,578,220737,191837,201728,578,1443,220737,273381,6333,32792,273381,273878,0.00181798,875,201231,1443,1.048968656,2.496539792
20,4,20,50,8,179641,578,208541,179641,190442,578,1443,208541,262143,7459,29750,262143,262592,0.00171281,625,189993,1443,1.057626043,2.496539792
20,4,20,50,9,201326,578,230226,201326,210415,578,1443,230226,282274,6459,32709,282274,282565,0.00103091,667,210124,1443,1.043700267,2.496539792
20,4,20,50,10,198813,578,227713,198813,207578,578,1443,227713,279073,6416,31042,279073,279728,0.00234706,584,206923,1443,1.040792101,2.496539792
20,4,30,0,1,199496,3115,199496,200128,214183,578,1443,200128,214183,6375,33542,213425,214183,0.0035516,833,214183,996,1.073620524,1.723183391
20,4,30,0,2,208708,3136,208708,209144,221924,578,1443,209144,221924,6291,30417,220962,221924,0.00435369,750,221924,578,1.06332292,1
20,4,30,0,3,192585,3137,192585,192684,208332,578,1443,192684,208332,6375,32291,207368,208332,0.00464874,708,208332,996,1.081766493,1.723183391
20,4,30,0,4,199190,2903,199190,199437,213058,578,1443,199437,213058,6208,32167,212837,213058,0.00103835,834,213058,738,1.069621969,1.276816609
20,4,30,0,5,190664,2941,190664,190950,206390,578,1443,190950,206390,6708,29333,204936,206390,0.0070949,1000,206390,578,1.082480175,1
20,4,30,0,6,217325,3015,217325,218080,230927,578,1443,218080,230927,6209,29625,230420,230927,0.00220033,833,230915,578,1.062533073,1
20,4,30,0,7,217573,2967,217573,218014,234092,578,1443,218014,234092,6334,29333,231600,234092,0.0107599,1000,234092,578,1.075923943,1
20,4,30,0,8,200092,3018,200092,200417,212329,578,1443,200417,212329,6417,31375,211840,212329,0.00230835,834,212329,578,1.061156868,1
20,4,30,0,9,191977,3419,191977,192161,207494,578,1443,192161,207494,6333,30333,206330,207494,0.00564145,792,207494,738,1.080827391,1.276816609
20,4,30,0,10,197441,3027,197441,197605,213533,578,1443,197605,213533,6167,29125,212431,213533,0.00518757,875,213533,761,1.081502829,1.316608997
20,4,30,5,1,186878,658,190168,187865,200293,578,1443,190755,207208,6500,26333,207208,207508,0.00144782,666,199993,1443,1.070179475,2.496539792
20,4,30,5,2,220528,578,223418,220528,231687,578,1443,223418,238128,6375,32042,238128,238902,0.00325035,833,230913,1443,1.047091526,2.496539792
20,4,30,5,3,196173,663,199488,196872,209599,578,1443,199762,215652,5459,30125,215652,216814,0.00538831,834,208437,1443,1.062516248,2.496539792
20,4,30,5,4,178353,578,181243,178353,192117,578,1443,181243,197903,6333,32375,197903,199332,0.00722071,792,190688,1443,1.069160597,2.496539792
20,4,30,5,5,217793,578,220683,217793,231897,578,1443,220683,237606,6417,31208,237606,239112,0.00633822,709,230391,1443,1.057843916,2.496539792
20,4,30,5,6,180202,706,183732,181289,195983,578,1443,184179,203029,6416,31791,203029,203198,0.000832393,875,195814,1443,1.086636108,2.496539792
20,4,30,5,7,206642,578,209532,206642,222524,578,1443,209532,228807,6250,33334,228807,229739,0.0040733,625,221592,1443,1.072347345,2.496539792
20,4,30,5,8,181808,598,184798,181968,197866,578,1443,184858,204765,6292,30292,204765,205081,0.00154323,625,197550,1443,1.086585849,2.496539792
20,4,30,5,9,197786,663,201101,198551,211783,578,1443,201441,218375,6541,31291,218375,218998,0.00285289,542,211160,1443,1.067618537,2.496539792
20,4,30,5,10,188642,578,191532,188642,204487,578,1443,191532,210775,6334,32333,210775,211702,0.00439805,1000,203560,1443,1.079081011,2.496539792
20,4,30,10,1,188122,578,193902,188122,203036,578,1443,193902,216719,5958,31292,216719,217466,0.00344686,834,202289,1443,1.075307513,2.496539792
20,4,30,10,2,177853,578,183633,177853,194499,578,1443,183633,208238,6791,30125,208238,208929,0.00331832,792,193808,1443,1.089708917,2.496539792
20,4,30,10,3,193073,596,199033,193289,208068,578,1443,199069,221555,6417,27000,221555,222498,0.00425628,750,207125,1443,1.072780762,2.496539792
20,4,30,10,4,223667,578,229447,223667,237087,578,1443,229447,251090,6375,33625,251090,251517,0.00170059,750,236660,1443,1.058090823,2.496539792
20,4,30,10,5,197874,578,203654,197874,214576,578,1443,203654,227646,6583,29542,227646,229006,0.00597419,1000,213216,1443,1.077534188,2.496539792
20,4,30,10,6,195234,578,201014,195234,211101,578,1443,201014,225019,6333,32708,225019,225531,0.00227536,750,210589,1443,1.078649211,2.496539792
20,4,30,10,7,168453,578,174233,168453,182003,578,1443,174233,195386,6208,32291,195386,196433,0.00535862,708,180956,1443,1.074222483,2.496539792
20,4,30,10,8,188330,578,194110,188330,201939,578,1443,194110,214249,6417,32375,214249,216369,0.00989503,583,199819,1443,1.06100462,2.496539792
20,4,30,10,9,163192,613,169322,163542,180215,578,1443,169322,194460,6417,32041,194460,194645,0.000951352,625,180030,1443,1.103179077,2.496539792
20,4,30,10,10,197908,578,203688,197908,211676,578,1443,203688,225646,6333,34500,225646,226106,0.00203859,833,211216,1443,1.067243366,2.496539792
20,4,30,15,1,186461,578,195131,186461,201623,578,1443,195131,223020,6833,32209,223020,223268,0.00111201,875,201375,1443,1.079984554,2.496539792
20,4,30,15,2,179466,578,188136,179466,194359,578,1443,188136,215040,6584,32250,215040,216004,0.00448289,542,193395,1443,1.077613587,2.496539792
20,4,30,15,3,215027,578,223697,215027,229799,578,1443,223697,249385,5041,27041,249385,251444,0.00825631,792,227740,1443,1.059122808,2.496539792
20,4,30,15,4,196373,578,205043,196373,212507,578,1443,205043,233080,6750,32416,233080,234152,0.00459928,666,211435,1443,1.076700972,2.496539792
20,4,30,15,5,169605,578,178275,169605,184175,578,1443,178275,205342,6375,31875,205342,205820,0.00232782,708,183697,1443,1.083087173,2.496539792
20,4,30,15,6,195462,578,204132,195462,210058,578,1443,204132,229978,6208,31542,229978,231703,0.00750072,709,208333,1443,1.065849116,2.496539792
20,4,30,15,7,216061,578,224731,216061,230366,578,1443,224731,251219,6375,32333,251219,252011,0.00315263,666,229574,1443,1.062542523,2.496539792
20,4,30,15,8,205781,578,214451,205781,221284,578,1443,214451,242199,6167,33291,242199,242929,0.00301405,916,220554,1443,1.071789913,2.496539792
20,4,30,15,9,183297,578,191967,183297,198453,578,1443,191967,218832,6125,31083,218832,220098,0.00578526,667,197187,1443,1.075778654,2.496539792
20,4,30,15,10,185096,578,193766,185096,201008,578,1443,193766,221974,6208,31125,221974,222653,0.00305892,542,200329,1443,1.082297835,2.496539792
20,4,30,20,1,175905,578,187465,175905,191368,578,1443,187465,219678,5417,26041,219678,220228,0.00250366,625,190818,1443,1.084778716,2.496539792
20,4,30,20,2,189363,578,200923,189363,202460,578,1443,200923,229629,6167,33083,229629,231320,0.00736405,666,200769,1443,1.06023352,2.496539792
20,4,30,20,3,206270,578,217830,206270,221314,578,1443,217830,248076,6500,33000,248076,250174,0.00845709,833,219216,1443,1.062762399,2.496539792
20,4,30,20,4,190400,578,201960,190400,205919,578,1443,201960,234173,6250,31833,234173,234779,0.00258783,625,205313,1443,1.07832458,2.496539792
20,4,30,20,5,191106,578,202666,191106,204870,578,1443,202666,232878,6000,31958,232878,233730,0.00365857,834,204018,1443,1.067564598,2.496539792
20,4,30,20,6,189180,578,200740,189180,204857,578,1443,200740,232718,6583,31875,232718,233717,0.00429275,542,203858,1443,1.077587483,2.496539792
20,4,30,20,7,214811,578,226371,214811,231308,578,1443,226371,259722,6709,31333,259722,260168,0.00171722,833,230862,1443,1.074721499,2.496539792
20,4,30,20,8,176981,578,188541,176981,193222,578,1443,188541,221623,5792,29542,221623,222082,0.00207108,1000,192763,1443,1.089173414,2.496539792
20,4,30,20,9,185984,578,197544,185984,202086,578,1443,197544,230658,6625,35625,230658,230946,0.0012486,1083,201798,1443,1.08502882,2.496539792
20,4,30,20,10,217156,578,228716,217156,232032,578,1443,228716,259493,6417,32792,259493,260892,0.00539128,750,230633,1443,1.062061375,2.496539792
20,4,30,25,1,184456,578,198906,184456,200109,578,1443,198906,235604,6375,27542,235604,236184,0.00246176,792,199529,1443,1.081715965,2.496539792
20,4,30,25,2,174661,578,189111,174661,186579,578,1443,189111,222288,7375,26875,222288,222654,0.00164651,792,186213,1443,1.06613955,2.496539792
20,4,30,25,3,180981,578,195431,180981,194933,578,1443,195431,229755,5250,28750,229755,231008,0.00545364,750,193680,1443,1.070167587,2.496539792
20,4,30,25,4,168157,578,182607,168157,180791,578,1443,182607,215831,6500,31250,215831,216866,0.00479542,875,179756,1443,1.068977206,2.496539792
20,4,30,25,5,183526,578,197976,183526,199212,578,1443,197976,234851,7041,28667,234851,235287,0.0018565,667,198776,1443,1.083094493,2.496539792
20,4,30,25,6,178244,578,192694,178244,193033,578,1443,192694,228497,6292,30709,228497,229108,0.002674,792,192422,1443,1.079542649,2.496539792
20,4,30,25,7,157957,578,172407,157957,169886,578,1443,172407,205643,6709,25125,205643,205961,0.00154637,625,169568,1443,1.073507347,2.496539792
20,4,30,25,8,199190,578,213640,199190,214950,578,1443,213640,250399,6958,35667,250399,251025,0.00250001,708,214324,1443,1.07597771,2.496539792
20,4,30,25,9,205021,578,219471,205021,219867,578,1443,219471,254796,6459,32333,254796,255942,0.00449772,875,218721,1443,1.066822423,2.496539792
20,4,30,25,10,191176,578,205626,191176,205975,578,1443,205626,241506,6084,31583,241506,242050,0.00225253,667,205431,1443,1.074564799,2.496539792
20,4,30,30,1,163145,578,180485,163145,179796,578,1443,180485,222633,5334,26417,222633,223086,0.00203474,708,179343,1443,1.099285911,2.496539792
20,4,30,30,2,189475,578,206815,189475,202486,578,1443,206815,245485,6292,31833,245485,245776,0.00118541,625,202195,1443,1.067132867,2.496539792
20,4,30,30,3,194770,578,212110,194770,209998,578,1443,212110,251528,6334,33250,251528,253288,0.00699723,667,208238,1443,1.069148226,2.496539792
20,4,30,30,4,194329,578,211669,194329,207868,578,1443,211669,249828,6417,31666,249828,251158,0.00532366,625,206538,1443,1.062826444,2.496539792
20,4,30,30,5,163284,578,180624,163284,179521,578,1443,180624,221993,6625,31625,221993,222811,0.0036848,625,178703,1443,1.094430563,2.496539792
20,4,30,30,6,158895,578,176235,158895,174638,578,1443,176235,217113,5834,33334,217113,217928,0.00375381,916,173823,1443,1.093948834,2.496539792
20,4,30,30,7,191620,578,208960,191620,207439,578,1443,208960,248958,6416,32958,248958,250729,0.00711365,1041,205668,1443,1.073311763,2.496539792
20,4,30,30,8,186758,578,204098,186758,202793,578,1443,204098,244984,6583,25833,244984,246083,0.00448601,666,201694,1443,1.079975155,2.496539792
20,4,30,30,9,191643,578,208983,191643,207677,578,1443,208983,250554,6417,30958,250554,250967,0.00164835,625,207264,1443,1.081510934,2.496539792
20,4,30,30,10,211477,578,228817,211477,225812,578,1443,228817,268612,6334,31000,268612,269102,0.00182419,666,225322,1443,1.065468112,2.496539792
20,4,30,35,1,202509,578,222739,202509,217519,578,1443,222739,267234,5250,27208,267234,268024,0.00295621,709,216729,1443,1.070219101,2.496539792
20,4,30,35,2,201971,578,222201,201971,216425,578,1443,222201,266158,6625,32417,266158,266930,0.00290053,792,215653,1443,1.067742399,2.496539792
20,4,30,35,3,169547,578,189777,169547,183877,578,1443,189777,233974,6125,34167,233974,234382,0.00174378,1166,183469,1443,1.082112924,2.496539792
20,4,30,35,4,196071,578,216301,196071,211680,578,1443,216301,260251,6417,32042,260251,262185,0.00743129,750,209746,1443,1.069745143,2.496539792
20,4,30,35,5,208085,578,228315,208085,223147,578,1443,228315,271430,6291,33041,271430,273652,0.00818627,1042,220925,1443,1.061705553,2.496539792
20,4,30,35,6,209735,578,229965,209735,222016,578,1443,229965,271576,7000,28542,271576,272521,0.00347969,666,221071,1443,1.054049157,2.496539792
20,4,30,35,7,197926,578,218156,197926,211991,578,1443,218156,261736,6292,31792,261736,262496,0.00290369,625,211231,1443,1.067222093,2.496539792
20,4,30,35,8,234401,578,254631,234401,249406,578,1443,254631,298882,6625,28500,298882,299911,0.00344283,709,248377,1443,1.059624319,2.496539792
20,4,30,35,9,197949,578,218179,197949,209444,578,1443,218179,259427,6250,31458,259427,259949,0.00201213,792,208922,1443,1.05543347,2.496539792
20,4,30,35,10,182179,578,202409,182179,197330,578,1443,202409,247011,6875,26292,247011,247835,0.00333588,792,196506,1443,1.078642434,2.496539792
20,4,30,40,1,180355,578,203475,180355,192995,578,1443,203475,249687,6708,31209,249687,250715,0.00411715,500,191967,1443,1.064384131,2.496539792
20,4,30,40,2,195521,578,218641,195521,211432,578,1443,218641,268994,6417,31459,268994,269152,0.000587374,666,211274,1443,1.080569351,2.496539792
20,4,30,40,3,159840,578,182960,159840,173949,578,1443,182960,231101,6167,32292,231101,231669,0.0024578,875,173381,1443,1.084715966,2.496539792
20,4,30,40,4,171291,578,194411,171291,187889,578,1443,194411,245501,6375,29875,245501,245609,0.000439917,792,187781,1443,1.096268922,2.496539792
20,4,30,40,5,189129,578,212249,189129,204330,578,1443,212249,261057,6791,32667,261057,262050,0.00380377,959,203337,1443,1.075123329,2.496539792
20,4,30,40,6,224423,578,247543,224423,237906,578,1443,247543,294330,5167,27542,294330,295626,0.00440322,666,236610,1443,1.054303703,2.496539792
20,4,30,40,7,177066,578,200186,177066,192132,578,1443,200186,248928,6292,31708,248928,249852,0.00371192,792,191208,1443,1.079868524,2.496539792
20,4,30,40,8,153243,578,176363,153243,167551,578,1443,176363,224607,6416,33125,224607,225271,0.00295627,834,166887,1443,1.089035062,2.496539792
20,4,30,40,9,224044,578,247164,224044,239140,578,1443,247164,296306,6417,33625,296306,296860,0.00186969,750,238586,1443,1.064906893,2.496539792
20,4,30,40,10,195695,578,218815,195695,209352,578,1443,218815,265558,6416,32042,265558,267072,0.0057012,541,207838,1443,1.06205064,2.496539792
20,4,30,45,1,166068,578,192078,166068,180024,578,1443,192078,243909,6458,32250,243909,244959,0.00430488,625,178974,1443,1.077715153,2.496539792
20,4,30,45,2,212622,578,238632,212622,227058,578,1443,238632,290545,6167,33334,290545,291993,0.00498374,1000,225610,1443,1.06108493,2.496539792
20,4,30,45,3,210609,578,236619,210609,224915,578,1443,236619,288380,6875,33250,288380,289850,0.00509744,542,223445,1443,1.060947063,2.496539792
20,4,30,45,4,192410,578,218420,192410,205696,578,1443,218420,269378,6625,31833,269378,270631,0.00465146,667,204443,1443,1.06253833,2.496539792
20,4,30,45,5,192961,578,218971,192961,207283,578,1443,218971,271462,6375,32458,271462,272218,0.00278492,708,206527,1443,1.070304362,2.496539792
20,4,30,45,6,188984,578,214994,188984,204028,578,1443,214994,267347,6125,31459,267347,268963,0.00604458,750,202412,1443,1.071053634,2.496539792
20,4,30,45,7,207845,578,233855,207845,223688,578,1443,233855,287476,6500,33750,287476,288623,0.0039899,750,222541,1443,1.070706536,2.496539792
20,4,30,45,8,179678,578,205688,179678,195908,578,1443,205688,259597,6666,32208,259597,260843,0.00479975,875,194662,1443,1.083393626,2.496539792
20,4,30,45,9,213293,578,239303,213293,225206,578,1443,239303,289283,6792,35875,289283,290141,0.00296595,917,224348,1443,1.051830112,2.496539792
20,4,30,45,10,197439,578,223449,197439,211001,578,1443,223449,275518,6292,32375,275518,275936,0.00151714,666,210583,1443,1.06657246,2.496539792
20,4,30,50,1,188195,578,217095,188195,201761,578,1443,217095,273023,6250,31875,273023,273911,0.00325247,625,200873,1443,1.067366296,2.496539792
20,4,30,50,2,202708,578,231608,202708,217618,578,1443,231608,288412,6458,31083,288412,289768,0.00470161,792,216262,1443,1.066864653,2.496539792
20,4,30,50,3,195053,578,223953,195053,209726,578,1443,223953,281094,6334,32166,281094,281876,0.00278199,958,208944,1443,1.071216541,2.496539792
20,4,30,50,4,167734,578,196634,167734,183183,578,1443,196634,254708,6708,31500,254708,255333,0.00245379,917,182558,1443,1.088378027,2.496539792
20,4,30,50,5,202078,578,230978,202078,215236,578,1443,230978,285998,6625,33500,285998,287386,0.00485318,709,213848,1443,1.058244836,2.496539792
20,4,30,50,6,178394,578,207294,178394,191002,578,1443,207294,262640,5375,23958,262640,263152,0.00194944,584,190490,1443,1.067804971,2.496539792
20,4,30,50,7,187409,578,216309,187409,202872,578,1443,216309,274190,6250,32333,274190,275022,0.00303439,875,202040,1443,1.07806989,2.496539792
20,4,30,50,8,181148,578,210048,181148,197377,578,1443,210048,269071,6833,29875,269071,269527,0.00169472,708,196921,1443,1.087072449,2.496539792
20,4,30,50,9,195162,578,224062,195162,208617,578,1443,224062,279433,6291,34791,279433,280767,0.00477395,1166,207283,1443,1.062107377,2.496539792
20,4,30,50,10,206675,578,235575,206675,219301,578,1443,235575,290537,6542,32833,290537,291451,0.0031459,584,218387,1443,1.056668683,2.496539792
20,4,40,0,1,217026,2877,217026,217548,235686,578,1443,217548,235686,6958,26125,233665,235686,0.00864913,750,235686,578,1.085980482,1
20,4,40,0,2,185692,2901,185692,186925,205875,578,1443,186925,205875,6666,25542,204317,205875,0.00762541,833,205875,738,1.108690735,1.276816609
20,4,40,0,3,186272,2914,186272,186701,207591,578,1443,186701,207591,6208,31416,206435,207591,0.00559983,833,207591,685,1.11445091,1.185121107
20,4,40,0,4,167771,2712,167771,168801,189095,578,1443,168801,189095,6458,30208,188319,189095,0.00412067,667,189095,696,1.127101823,1.204152249
20,4,40,0,5,208920,3236,208920,209362,229610,578,1443,209362,229610,6625,32625,228865,229610,0.00325519,791,229610,672,1.099033123,1.162629758
20,4,40,0,6,226242,2790,226242,226558,243656,578,1443,226558,243656,7125,28208,242055,243656,0.0066142,667,243656,578,1.076970677,1
20,4,40,0,7,242530,2993,242530,242535,257470,578,1443,242535,257470,6750,27250,255698,257470,0.00693005,792,257470,738,1.061600627,1.276816609
20,4,40,0,8,165900,3069,165900,166449,187466,578,1443,166449,187466,5333,24958,186705,187466,0.00407595,750,187466,996,1.129993972,1.723183391
20,4,40,0,9,193662,3129,193662,195918,210992,578,1443,195918,210992,5667,24583,209315,210992,0.00801185,708,210992,597,1.089485805,1.032871972
20,4,40,0,10,213632,2913,213632,214294,232451,578,1443,214294,232451,5375,26625,231097,232451,0.00585901,708,232451,673,1.088090735,1.164359862
20,4,40,5,1,151471,672,154831,153114,171745,578,1443,156004,178267,6500,32834,178267,178960,0.00388743,1208,171052,1443,1.12927227,2.496539792
20,4,40,5,2,176276,735,179951,177569,198682,578,1443,180459,205303,6583,31250,205303,205897,0.00289328,792,198088,1443,1.123737775,2.496539792
20,4,40,5,3,180703,608,183743,180883,201383,578,1443,183773,207179,5334,29959,207179,208598,0.00684915,750,199964,1443,1.106589265,2.496539792
20,4,40,5,4,190102,578,192992,190102,210114,578,1443,192992,216523,6458,31916,216523,217329,0.00372247,792,209308,1443,1.101029973,2.496539792
20,4,40,5,5,175701,646,178931,176497,195391,578,1443,179387,200841,6833,26375,200841,202606,0.00878805,625,193626,1443,1.102019909,2.496539792
20,4,40,5,6,204134,583,207049,204179,221591,578,1443,207069,227543,6333,31958,227543,228806,0.0055506,875,220328,1443,1.079330244,2.496539792
20,4,40,5,7,182032,660,185332,182741,202553,578,1443,185631,208894,6417,34208,208894,209768,0.00418394,750,201679,1443,1.107931572,2.496539792
20,4,40,5,8,213696,672,217056,214307,235327,578,1443,217197,240307,6083,32042,239990,242542,0.0106338,750,235327,996,1.101223233,1.723183391
20,4,40,5,9,200440,602,203450,200776,221269,578,1443,203666,226249,7000,25750,225223,228484,0.014479,833,221269,996,1.103916384,1.723183391
20,4,40,5,10,190780,578,193670,190780,208334,578,1443,193670,214548,7125,26542,214548,215549,0.00466562,667,207333,1443,1.08676486,2.496539792
20,4,40,10,1,206729,578,212509,206729,224703,578,1443,212509,238303,6416,30667,238303,239133,0.00348296,1083,223873,1443,1.082929826,2.496539792
20,4,40,10,2,178953,632,185273,179622,200118,578,1443,185402,212864,6750,26833,212864,214548,0.00791115,708,198434,1443,1.108860986,2.496539792
20,4,40,10,3,201644,643,208074,202383,219083,578,1443,208163,232308,5167,26834,232308,233513,0.00518708,709,217878,1443,1.080508222,2.496539792
20,4,40,10,4,202536,578,208316,202536,221285,578,1443,208316,233725,6292,31833,233725,235715,0.00851428,667,219295,1443,1.082745783,2.496539792
20,4,40,10,5,181389,578,187169,181389,201347,578,1443,187169,214504,7250,26875,214504,215777,0.00593462,583,200074,1443,1.103010657,2.496539792
20,4,40,10,6,181236,578,187016,181236,198341,578,1443,187016,211635,6583,33417,211635,212771,0.00536773,1041,197205,1443,1.088111633,2.496539792
20,4,40,10,7,225546,578,231326,225546,243821,578,1443,231326,257145,7292,28500,257145,258251,0.00430108,750,242715,1443,1.076121944,2.496539792
20,4,40,10,8,188293,600,194293,188667,206081,578,1443,194447,218098,6458,33458,218098,220511,0.0110638,667,203668,1443,1.081654655,2.496539792
20,4,40,10,9,173188,661,179798,174872,193245,578,1443,180652,206572,6209,31292,206572,207675,0.00533954,792,192142,1443,1.109441763,2.496539792
20,4,40,10,10,198370,578,204150,198370,219618,578,1443,204150,232720,6333,33333,232720,234048,0.00570643,916,218290,1443,1.10041841,2.496539792
20,4,40,15,1,187717,578,196387,187717,207019,578,1443,196387,227816,6125,31750,227816,228664,0.0037223,667,206171,1443,1.098307559,2.496539792
20,4,40,15,2,250102,578,258772,250102,268350,578,1443,258772,289151,6125,31750,289151,289995,0.00291889,583,267506,1443,1.069587608,2.496539792
20,4,40,15,3,195464,578,204134,195464,215172,578,1443,204134,236216,6959,26958,236216,236817,0.00254428,792,214571,1443,1.097752016,2.496539792
20,4,40,15,4,204515,578,213185,204515,222141,578,1443,213185,243144,6375,31208,243144,243786,0.00264041,916,221499,1443,1.083045253,2.496539792
20,4,40,15,5,207054,578,215724,207054,226977,578,1443,215724,246773,6209,31167,246773,248622,0.00749272,750,225128,1443,1.087291238,2.496539792
20,4,40,15,6,155492,650,165242,156572,175729,578,1443,165242,196122,4958,25625,196122,197374,0.00638378,625,174477,1443,1.122096314,2.496539792
20,4,40,15,7,177679,578,186349,177679,199815,578,1443,186349,220311,5083,25417,220311,221460,0.00521535,708,198666,1443,1.118117504,2.496539792
20,4,40,15,8,212383,578,221053,212383,231206,578,1443,221053,250419,6083,31459,250419,252851,0.00971172,708,228774,1443,1.07717661,2.496539792
20,4,40,15,9,200907,578,209577,200907,220307,578,1443,209577,240627,6125,32708,240627,241952,0.00550645,958,218982,1443,1.089967,2.496539792
20,4,40,15,10,222593,578,231263,222593,239083,578,1443,231263,259057,6250,31625,259057,260728,0.00645032,625,237412,1443,1.066574421,2.496539792
20,4,40,20,1,155399,578,166959,155399,174254,578,1443,166959,201865,6416,30750,201865,203114,0.0061873,1000,173005,1443,1.113295452,2.496539792
